106109			15
107110			12
108111			12
109112			14
110113			8
111114			18
112115			14
113116			14
114117			9
115118			10
116119			14
117120			15
118121			17
119122			15
120123			15
121124			12
122125			9
123126			15
124127			12
125128			20
126129			10
127130			19
128131			14
129132			12
130134			15
131135			8
132136			13
133137			16
134138			10
135139			15
136140			17
137141			12
138142			15
139143			10
140144			12
141145			8
142146			18
143147			11
144148			14
145149			7
146150			13
147151			15
148152			10
149153			10
150154			15
151155			15
152156			9
153157			13
154158			9
155159			14
156160			12
157161			12
158162			14
159163			13
160164			12
161165			16
162166			11
163167			14
164168			10
165169			7
166170			12
167171			6
168172			7
169174			12
170175			10
171176			25
172177			15
173178			16
174179			13
175180			11
176181			10
177182			9
178183			9
179184			9
180185			15
181186			18
182187			14
183188			11
184189			15
185190			20
186191			9
187192			12
188193			8
189194			14
190195			11
191196			8
192197			14
193198			15
194199			11
195200			13
196201			9
197202			13
198203			14
199204			11
200205			6
201206			10
202207			9
203208			13
204209			14
205210			7
206211			11
207212			8
208214			9
209215			16
210216			13
211217			13
212218			13
213219			11
214220			11
215221			14
216222			17
217223			14
218224			7
219225			9
220226			17
221227			7
222228			13
223229			14
224230			13
225231			12
226232			10
227233			14
228234			5
229235			15
230236			11
231237			16
232238			12
233239			12
234240			14
235241			11
236242			11
237243			13
238244			14
239245			17
240246			9
241247			10
242248			14
243249			7
244250			12
245251			14
246252			6
247254			8
248255			23
249256			7
250257			21
251258			13
252259			16
253260			10
254261			6
255262			9
256263			10
257264			8
258265			19
259266			17
260267			9
261268			11
262269			14
263270			14
264271			21
265272			14
266273			9
267274			16
268275			16
269276			9
270277			10
271278			12
272279			11
273280			9
274281			15
275282			15
276283			8
277284			15
278285			10
279286			17
280287			10
281288			13
282289			16
283290			10
284291			15
285292			14
286294			20
287295			13
288296			9
289297			13
290298			10
291299			7
292300			12
293301			21
294302			15
295303			14
296304			16
297305			13
298306			12
299307			11
300308			15
301309			10
302310			12
303311			7
304312			21
305313			18
306314			8
307315			13
308316			9
309317			14
310318			8
311319			15
312320			11
313321			15
314322			12
315323			8
316324			14
317325			16
318326			14
319327			14
320328			11
321329			11
322330			10
323331			16
324332			16
325334			14
326335			8
327336			12
328337			11
329338			11
330339			13
331340			9
332341			9
333342			9
334343			13
335344			13
336345			14
337346			10
338347			10
339348			12
340349			18
341350			12
342351			11
343352			9
344353			15
345354			11
346355			11
347356			12
348357			13
349358			14
350359			7
351360			14
352361			8
353362			17
354363			12
355364			18
356365			13
357366			13
358367			8
359368			11
360369			11
361370			11
362371			12
363372			8
364374			18
365375			9
366376			14
367377			13
368378			18
369379			10
370380			8
371381			9
372382			16
373383			10
374384			14
375385			19
376386			16
377387			9
378388			11
379389			14
380390			6
381391			10
382392			11
383393			13
384394			16
385395			12
386396			9
387397			10
388398			17
389399			11
390400			19
391401			12
392402			9
393403			13
394404			12
395405			11
396406			10
397407			11
398408			12
399409			12
400410			10
401411			10
402412			13
403414			14
404415			12
405416			12
406417			13
407418			12
408419			12
409420			14
410421			17
411422			12
412423			6
413424			10
414425			17
415426			15
416427			17
417428			10
418429			9
419430			17
420431			14
421432			15
422433			7
423434			13
424435			11
425436			17
426437			14
427438			14
428439			11
429440			13
430441			13
431442			8
432443			10
433444			12
434445			8
435446			10
436447			14
437448			9
438449			13
439450			11
440451			12
441452			10
442454			14
443455			13
444456			14
445457			12
446458			16
447459			15
448460			12
449461			10
450462			15
451463			13
452464			13
453465			21
454466			15
455467			17
456468			10
457469			18
458470			12
459471			14
460472			13
461473			15
462474			9
463475			9
464476			14
465477			10
466478			11
467479			15
468480			10
469481			11
470482			11
471483			11
472484			9
473485			18
474486			9
475487			12
476488			14
477489			11
478490			12
479491			16
480492			11
481494			13
482495			10
483496			9
484497			5
485498			13
486499			12
487500			9
488501			10
489502			11
490503			9
491504			12
492505			14
493506			10
494507			16
495508			12
496509			18
497510			10
498511			11
499512			12
500513			13
501514			9
502515			10
503516			9
504517			14
505518			15
506519			13
507520			10
508521			10
509522			16
510523			8
511524			18
512525			14
513526			11
514527			12
515528			10
516529			9
517530			15
518531			16
519532			12
520534			19
521535			9
522536			14
523537			10
524538			9
525539			15
526540			20
527541			7
528542			12
529543			10
530544			12
531545			8
532546			9
533547			8
534548			14
535549			14
536550			12
537551			5
538552			13
539553			16
540554			7
541555			7
542556			13
543557			10
544558			13
545559			12
546560			17
547561			12
548562			14
549563			8
550564			14
551565			11
552566			9
553567			11
554568			9
555569			12
556570			12
557571			16
558572			4
559574			10
560575			15
561576			12
562577			14
563578			16
564579			10
565580			14
566581			13
567582			14
568583			11
569584			14
570585			4
571586			12
572587			11
573588			13
574589			17
575590			7
576591			8
577592			10
578593			10
579594			9
580595			11
581596			14
582597			11
583598			16
584599			8
585600			7
586601			14
587602			15
588603			5
589604			7
590605			8
591606			17
592607			12
593608			14
594609			9
595610			14
596611			14
597612			11
598614			14
599615			12
600616			12
601617			11
602618			8
603619			10
604620			14
605621			7
